PassengerId,Pclass,Sex,Age,SibSp,Parch,Fare,Embarked,AgeMissing,Ticket_clean,TicketPrefix,FareMissing,CabinKnown,CabinDeck,FamilySize,IsAlone,LogFare,FarePerPerson,TicketGroupSize,TicketGroupFarePerPerson,AgeBand,FareBand,Sex_Pclass,Sex_AgeBand,Embarked_Pclass,Pclass_FareBand,Survived
556,1,male,62.0,0,0,26.55,S,0,113807,NONE,0,0,Unknown,1,1,3.316002535598924,26.55,1,26.55,"(40.0, 80.0]","(21.679, 39.688]",male_1,"male_(40.0, 80.0]",S_1,"1_(21.679, 39.688]",0
557,1,female,48.0,1,0,39.6,C,0,11755,NONE,0,1,A,2,0,3.703768066607687,19.8,1,39.6,"(40.0, 80.0]","(21.679, 39.688]",female_1,"female_(40.0, 80.0]",C_1,"1_(21.679, 39.688]",1
558,1,male,40.0,0,0,227.525,C,1,PC 17757,PC,0,0,Unknown,1,1,5.4316456135398825,227.525,4,56.88125,"(30.0, 40.0]","(39.688, 512.329]",male_1,"male_(30.0, 40.0]",C_1,"1_(39.688, 512.329]",0
559,1,female,39.0,1,1,79.65,S,0,110413,NONE,0,1,E,3,0,4.390118804571218,26.55,3,26.55,"(30.0, 40.0]","(39.688, 512.329]",female_1,"female_(30.0, 40.0]",S_1,"1_(39.688, 512.329]",1
560,3,female,36.0,1,0,17.4,S,0,345572,NONE,0,0,Unknown,2,0,2.91235066461494,8.7,1,17.4,"(30.0, 40.0]","(10.5, 21.679]",female_3,"female_(30.0, 40.0]",S_3,"3_(10.5, 21.679]",1
561,3,male,25.0,0,0,7.75,Q,1,372622,NONE,0,0,Unknown,1,1,2.169053700369523,7.75,1,7.75,"(20.0, 25.0]","(-0.001, 7.854]",male_3,"male_(20.0, 25.0]",Q_3,"3_(-0.001, 7.854]",0
562,3,male,40.0,0,0,7.8958,S,0,349251,NONE,0,0,Unknown,1,1,2.1855792552411137,7.8958,1,7.8958,"(30.0, 40.0]","(7.854, 10.5]",male_3,"male_(30.0, 40.0]",S_3,"3_(7.854, 10.5]",0
563,2,male,28.0,0,0,13.5,S,0,218629,NONE,0,0,Unknown,1,1,2.6741486494265287,13.5,1,13.5,"(25.0, 30.0]","(10.5, 21.679]",male_2,"male_(25.0, 30.0]",S_2,"2_(10.5, 21.679]",0
564,3,male,25.0,0,0,8.05,S,1,SOTON OQ 392082,SOTON,0,0,Unknown,1,1,2.2027647577118348,8.05,1,8.05,"(20.0, 25.0]","(7.854, 10.5]",male_3,"male_(20.0, 25.0]",S_3,"3_(7.854, 10.5]",0
565,3,female,21.5,0,0,8.05,S,1,SOTON O Q 392087,SOTON,0,0,Unknown,1,1,2.2027647577118348,8.05,1,8.05,"(20.0, 25.0]","(7.854, 10.5]",female_3,"female_(20.0, 25.0]",S_3,"3_(7.854, 10.5]",0
566,3,male,24.0,2,0,24.15,S,0,A 4 48871,A,0,0,Unknown,3,0,3.224857896545748,8.049999999999999,2,12.075,"(20.0, 25.0]","(21.679, 39.688]",male_3,"male_(20.0, 25.0]",S_3,"3_(21.679, 39.688]",0
567,3,male,19.0,0,0,7.8958,S,0,349205,NONE,0,0,Unknown,1,1,2.1855792552411137,7.8958,1,7.8958,"(0.419, 20.0]","(7.854, 10.5]",male_3,"male_(0.419, 20.0]",S_3,"3_(7.854, 10.5]",0
568,3,female,29.0,0,4,21.075,S,0,349909,NONE,0,0,Unknown,5,0,3.0944457464900235,4.215,4,5.26875,"(25.0, 30.0]","(10.5, 21.679]",female_3,"female_(25.0, 30.0]",S_3,"3_(10.5, 21.679]",0
569,3,male,25.0,0,0,7.2292,C,1,2686,NONE,0,0,Unknown,1,1,2.1076888046179385,7.2292,1,7.2292,"(20.0, 25.0]","(-0.001, 7.854]",male_3,"male_(20.0, 25.0]",C_3,"3_(-0.001, 7.854]",0
570,3,male,32.0,0,0,7.8542,S,0,350417,NONE,0,0,Unknown,1,1,2.180891922715322,7.8542,1,7.8542,"(30.0, 40.0]","(-0.001, 7.854]",male_3,"male_(30.0, 40.0]",S_3,"3_(-0.001, 7.854]",1
571,2,male,62.0,0,0,10.5,S,0,S W PP 752,S,0,0,Unknown,1,1,2.4423470353692043,10.5,1,10.5,"(40.0, 80.0]","(7.854, 10.5]",male_2,"male_(40.0, 80.0]",S_2,"2_(7.854, 10.5]",1
572,1,female,53.0,2,0,51.4792,S,0,11769,NONE,0,1,C,3,0,3.960416900617205,17.15973333333333,1,51.4792,"(40.0, 80.0]","(39.688, 512.329]",female_1,"female_(40.0, 80.0]",S_1,"1_(39.688, 512.329]",1
573,1,male,36.0,0,0,26.3875,S,0,PC 17474,PC,0,1,E,1,1,3.3100867049215847,26.3875,1,26.3875,"(30.0, 40.0]","(21.679, 39.688]",male_1,"male_(30.0, 40.0]",S_1,"1_(21.679, 39.688]",1
574,3,female,21.5,0,0,7.75,Q,1,14312,NONE,0,0,Unknown,1,1,2.169053700369523,7.75,1,7.75,"(20.0, 25.0]","(-0.001, 7.854]",female_3,"female_(20.0, 25.0]",Q_3,"3_(-0.001, 7.854]",1
575,3,male,16.0,0,0,8.05,S,0,A 4 20589,A,0,0,Unknown,1,1,2.2027647577118348,8.05,1,8.05,"(0.419, 20.0]","(7.854, 10.5]",male_3,"male_(0.419, 20.0]",S_3,"3_(7.854, 10.5]",0
576,3,male,19.0,0,0,14.5,S,0,358585,NONE,0,0,Unknown,1,1,2.740840023925201,14.5,2,7.25,"(0.419, 20.0]","(10.5, 21.679]",male_3,"male_(0.419, 20.0]",S_3,"3_(10.5, 21.679]",0
577,2,female,34.0,0,0,13.0,S,0,243880,NONE,0,0,Unknown,1,1,2.6390573296152584,13.0,1,13.0,"(30.0, 40.0]","(10.5, 21.679]",female_2,"female_(30.0, 40.0]",S_2,"2_(10.5, 21.679]",1
578,1,female,39.0,1,0,55.9,S,0,13507,NONE,0,1,E,2,0,4.041295341132285,27.95,2,27.95,"(30.0, 40.0]","(39.688, 512.329]",female_1,"female_(30.0, 40.0]",S_1,"1_(39.688, 512.329]",1
579,3,female,21.5,1,0,14.4583,C,1,2689,NONE,0,0,Unknown,2,0,2.738146075922933,7.22915,1,14.4583,"(20.0, 25.0]","(10.5, 21.679]",female_3,"female_(20.0, 25.0]",C_3,"3_(10.5, 21.679]",0
580,3,male,32.0,0,0,7.925,S,0,STON O 2 3101286,STON,0,0,Unknown,1,1,2.188856327665703,7.925,1,7.925,"(30.0, 40.0]","(7.854, 10.5]",male_3,"male_(30.0, 40.0]",S_3,"3_(7.854, 10.5]",1
581,2,female,25.0,1,1,30.0,S,0,237789,NONE,0,0,Unknown,3,0,3.4339872044851463,10.0,1,30.0,"(20.0, 25.0]","(21.679, 39.688]",female_2,"female_(20.0, 25.0]",S_2,"2_(21.679, 39.688]",1
582,1,female,39.0,1,1,110.8833,C,0,17421,NONE,0,1,C,3,0,4.717456363787216,36.9611,4,27.720825,"(30.0, 40.0]","(39.688, 512.329]",female_1,"female_(30.0, 40.0]",C_1,"1_(39.688, 512.329]",1
583,2,male,54.0,0,0,26.0,S,0,28403,NONE,0,0,Unknown,1,1,3.295836866004329,26.0,2,13.0,"(40.0, 80.0]","(21.679, 39.688]",male_2,"male_(40.0, 80.0]",S_2,"2_(21.679, 39.688]",0
584,1,male,36.0,0,0,40.125,C,0,13049,NONE,0,1,A,1,1,3.716616209085536,40.125,1,40.125,"(30.0, 40.0]","(39.688, 512.329]",male_1,"male_(30.0, 40.0]",C_1,"1_(39.688, 512.329]",0
585,3,male,25.0,0,0,8.7125,C,1,3411,NONE,0,0,Unknown,1,1,2.2734137156937657,8.7125,1,8.7125,"(20.0, 25.0]","(7.854, 10.5]",male_3,"male_(20.0, 25.0]",C_3,"3_(7.854, 10.5]",0
586,1,female,18.0,0,2,79.65,S,0,110413,NONE,0,1,E,3,0,4.390118804571218,26.55,3,26.55,"(0.419, 20.0]","(39.688, 512.329]",female_1,"female_(0.419, 20.0]",S_1,"1_(39.688, 512.329]",1
587,2,male,47.0,0,0,15.0,S,0,237565,NONE,0,0,Unknown,1,1,2.772588722239781,15.0,1,15.0,"(40.0, 80.0]","(10.5, 21.679]",male_2,"male_(40.0, 80.0]",S_2,"2_(10.5, 21.679]",0
588,1,male,60.0,1,1,79.2,C,0,13567,NONE,0,1,B,3,0,4.384523514872469,26.4,1,79.2,"(40.0, 80.0]","(39.688, 512.329]",male_1,"male_(40.0, 80.0]",C_1,"1_(39.688, 512.329]",1
589,3,male,22.0,0,0,8.05,S,0,14973,NONE,0,0,Unknown,1,1,2.2027647577118348,8.05,1,8.05,"(20.0, 25.0]","(7.854, 10.5]",male_3,"male_(20.0, 25.0]",S_3,"3_(7.854, 10.5]",0
590,3,male,25.0,0,0,8.05,S,1,A 5 3235,A,0,0,Unknown,1,1,2.2027647577118348,8.05,1,8.05,"(20.0, 25.0]","(7.854, 10.5]",male_3,"male_(20.0, 25.0]",S_3,"3_(7.854, 10.5]",0
591,3,male,35.0,0,0,7.125,S,0,STON O 2 3101273,STON,0,0,Unknown,1,1,2.094945728215801,7.125,1,7.125,"(30.0, 40.0]","(-0.001, 7.854]",male_3,"male_(30.0, 40.0]",S_3,"3_(-0.001, 7.854]",0
592,1,female,52.0,1,0,78.2667,C,0,36947,NONE,0,1,D,2,0,4.37281811610993,39.13335,2,39.13335,"(40.0, 80.0]","(39.688, 512.329]",female_1,"female_(40.0, 80.0]",C_1,"1_(39.688, 512.329]",1
593,3,male,47.0,0,0,7.25,S,0,A 5 3902,A,0,0,Unknown,1,1,2.110213200346589,7.25,1,7.25,"(40.0, 80.0]","(-0.001, 7.854]",male_3,"male_(40.0, 80.0]",S_3,"3_(-0.001, 7.854]",0
594,3,female,21.5,0,2,7.75,Q,1,364848,NONE,0,0,Unknown,3,0,2.169053700369523,2.583333333333333,1,7.75,"(20.0, 25.0]","(-0.001, 7.854]",female_3,"female_(20.0, 25.0]",Q_3,"3_(-0.001, 7.854]",0
595,2,male,37.0,1,0,26.0,S,0,SC AH 29037,SC,0,0,Unknown,2,0,3.295836866004329,13.0,1,26.0,"(30.0, 40.0]","(21.679, 39.688]",male_2,"male_(30.0, 40.0]",S_2,"2_(21.679, 39.688]",0
596,3,male,36.0,1,1,24.15,S,0,345773,NONE,0,0,Unknown,3,0,3.224857896545748,8.049999999999999,3,8.049999999999999,"(30.0, 40.0]","(21.679, 39.688]",male_3,"male_(30.0, 40.0]",S_3,"3_(21.679, 39.688]",0
597,2,female,28.0,0,0,33.0,S,1,248727,NONE,0,0,Unknown,1,1,3.5263605246161616,33.0,3,11.0,"(25.0, 30.0]","(21.679, 39.688]",female_2,"female_(25.0, 30.0]",S_2,"2_(21.679, 39.688]",1
598,3,male,49.0,0,0,0.0,S,0,LINE,OTHER,0,0,Unknown,1,1,0.0,0.0,4,0.0,"(40.0, 80.0]","(-0.001, 7.854]",male_3,"male_(40.0, 80.0]",S_3,"3_(-0.001, 7.854]",0
599,3,male,25.0,0,0,7.225,C,1,2664,NONE,0,0,Unknown,1,1,2.107178296651436,7.225,1,7.225,"(20.0, 25.0]","(-0.001, 7.854]",male_3,"male_(20.0, 25.0]",C_3,"3_(-0.001, 7.854]",0
600,1,male,49.0,1,0,56.9292,C,0,PC 17485,PC,0,1,A,2,0,4.0592215752427645,28.4646,2,28.4646,"(40.0, 80.0]","(39.688, 512.329]",male_1,"male_(40.0, 80.0]",C_1,"1_(39.688, 512.329]",1
601,2,female,24.0,2,1,27.0,S,0,243847,NONE,0,0,Unknown,4,0,3.332204510175204,6.75,2,13.5,"(20.0, 25.0]","(21.679, 39.688]",female_2,"female_(20.0, 25.0]",S_2,"2_(21.679, 39.688]",1
602,3,male,25.0,0,0,7.8958,S,1,349214,NONE,0,0,Unknown,1,1,2.1855792552411137,7.8958,1,7.8958,"(20.0, 25.0]","(7.854, 10.5]",male_3,"male_(20.0, 25.0]",S_3,"3_(7.854, 10.5]",0
603,1,male,40.0,0,0,42.4,S,1,113796,NONE,0,0,Unknown,1,1,3.770459441106359,42.4,1,42.4,"(30.0, 40.0]","(39.688, 512.329]",male_1,"male_(30.0, 40.0]",S_1,"1_(39.688, 512.329]",0
604,3,male,44.0,0,0,8.05,S,0,364511,NONE,0,0,Unknown,1,1,2.2027647577118348,8.05,1,8.05,"(40.0, 80.0]","(7.854, 10.5]",male_3,"male_(40.0, 80.0]",S_3,"3_(7.854, 10.5]",0
605,1,male,35.0,0,0,26.55,C,0,111426,NONE,0,0,Unknown,1,1,3.316002535598924,26.55,1,26.55,"(30.0, 40.0]","(21.679, 39.688]",male_1,"male_(30.0, 40.0]",C_1,"1_(21.679, 39.688]",1
606,3,male,36.0,1,0,15.55,S,0,349910,NONE,0,0,Unknown,2,0,2.806386101823072,7.775,1,15.55,"(30.0, 40.0]","(10.5, 21.679]",male_3,"male_(30.0, 40.0]",S_3,"3_(10.5, 21.679]",0
607,3,male,30.0,0,0,7.8958,S,0,349246,NONE,0,0,Unknown,1,1,2.1855792552411137,7.8958,1,7.8958,"(25.0, 30.0]","(7.854, 10.5]",male_3,"male_(25.0, 30.0]",S_3,"3_(7.854, 10.5]",0
608,1,male,27.0,0,0,30.5,S,0,113804,NONE,0,0,Unknown,1,1,3.449987545831587,30.5,1,30.5,"(25.0, 30.0]","(21.679, 39.688]",male_1,"male_(25.0, 30.0]",S_1,"1_(21.679, 39.688]",1
609,2,female,22.0,1,2,41.5792,C,0,SC Paris 2123,SC,0,0,Unknown,4,0,3.751365871125377,10.3948,3,13.859733333333333,"(20.0, 25.0]","(39.688, 512.329]",female_2,"female_(20.0, 25.0]",C_2,"2_(39.688, 512.329]",1
610,1,female,40.0,0,0,153.4625,S,0,PC 17582,PC,0,1,C,1,1,5.039951348430309,153.4625,3,51.15416666666667,"(30.0, 40.0]","(39.688, 512.329]",female_1,"female_(30.0, 40.0]",S_1,"1_(39.688, 512.329]",1
611,3,female,39.0,1,5,31.275,S,0,347082,NONE,0,0,Unknown,7,0,3.4742929367327062,4.467857142857143,7,4.467857142857143,"(30.0, 40.0]","(21.679, 39.688]",female_3,"female_(30.0, 40.0]",S_3,"3_(21.679, 39.688]",0
612,3,male,25.0,0,0,7.05,S,1,SOTON O Q 3101305,SOTON,0,0,Unknown,1,1,2.0856720914304723,7.05,1,7.05,"(20.0, 25.0]","(-0.001, 7.854]",male_3,"male_(20.0, 25.0]",S_3,"3_(-0.001, 7.854]",0
613,3,female,21.5,1,0,15.5,Q,1,367230,NONE,0,0,Unknown,2,0,2.803360380906535,7.75,2,7.75,"(20.0, 25.0]","(10.5, 21.679]",female_3,"female_(20.0, 25.0]",Q_3,"3_(10.5, 21.679]",1
614,3,male,25.0,0,0,7.75,Q,1,370377,NONE,0,0,Unknown,1,1,2.169053700369523,7.75,1,7.75,"(20.0, 25.0]","(-0.001, 7.854]",male_3,"male_(20.0, 25.0]",Q_3,"3_(-0.001, 7.854]",0
615,3,male,35.0,0,0,8.05,S,0,364512,NONE,0,0,Unknown,1,1,2.2027647577118348,8.05,1,8.05,"(30.0, 40.0]","(7.854, 10.5]",male_3,"male_(30.0, 40.0]",S_3,"3_(7.854, 10.5]",0
616,2,female,24.0,1,2,65.0,S,0,220845,NONE,0,0,Unknown,4,0,4.189654742026425,16.25,2,32.5,"(20.0, 25.0]","(39.688, 512.329]",female_2,"female_(20.0, 25.0]",S_2,"2_(39.688, 512.329]",1
617,3,male,34.0,1,1,14.4,S,0,347080,NONE,0,0,Unknown,3,0,2.734367509419584,4.8,2,7.2,"(30.0, 40.0]","(10.5, 21.679]",male_3,"male_(30.0, 40.0]",S_3,"3_(10.5, 21.679]",0
618,3,female,26.0,1,0,16.1,S,0,A 5 3336,A,0,0,Unknown,2,0,2.8390784635086144,8.05,2,8.05,"(25.0, 30.0]","(10.5, 21.679]",female_3,"female_(25.0, 30.0]",S_3,"3_(10.5, 21.679]",0
619,2,female,4.0,2,1,39.0,S,0,230136,NONE,0,1,F,4,0,3.688879454113936,9.75,2,19.5,"(0.419, 20.0]","(21.679, 39.688]",female_2,"female_(0.419, 20.0]",S_2,"2_(21.679, 39.688]",1
620,2,male,26.0,0,0,10.5,S,0,31028,NONE,0,0,Unknown,1,1,2.4423470353692043,10.5,1,10.5,"(25.0, 30.0]","(7.854, 10.5]",male_2,"male_(25.0, 30.0]",S_2,"2_(7.854, 10.5]",0
621,3,male,27.0,1,0,14.4542,C,0,2659,NONE,0,0,Unknown,2,0,2.737880811060884,7.2271,2,7.2271,"(25.0, 30.0]","(10.5, 21.679]",male_3,"male_(25.0, 30.0]",C_3,"3_(10.5, 21.679]",0
622,1,male,42.0,1,0,52.5542,S,0,11753,NONE,0,1,D,2,0,3.980694225190728,26.2771,1,52.5542,"(40.0, 80.0]","(39.688, 512.329]",male_1,"male_(40.0, 80.0]",S_1,"1_(39.688, 512.329]",1
623,3,male,20.0,1,1,15.7417,C,0,2653,NONE,0,0,Unknown,3,0,2.817902613071225,5.247233333333333,2,7.87085,"(0.419, 20.0]","(10.5, 21.679]",male_3,"male_(0.419, 20.0]",C_3,"3_(10.5, 21.679]",1
624,3,male,21.0,0,0,7.8542,S,0,350029,NONE,0,0,Unknown,1,1,2.180891922715322,7.8542,1,7.8542,"(20.0, 25.0]","(-0.001, 7.854]",male_3,"male_(20.0, 25.0]",S_3,"3_(-0.001, 7.854]",0
625,3,male,21.0,0,0,16.1,S,0,54636,NONE,0,0,Unknown,1,1,2.8390784635086144,16.1,2,8.05,"(20.0, 25.0]","(10.5, 21.679]",male_3,"male_(20.0, 25.0]",S_3,"3_(10.5, 21.679]",0
626,1,male,61.0,0,0,32.3208,S,0,36963,NONE,0,1,D,1,1,3.5061818266142577,32.3208,1,32.3208,"(40.0, 80.0]","(21.679, 39.688]",male_1,"male_(40.0, 80.0]",S_1,"1_(21.679, 39.688]",0
627,2,male,57.0,0,0,12.35,Q,0,219533,NONE,0,0,Unknown,1,1,2.5915163848462583,12.35,1,12.35,"(40.0, 80.0]","(10.5, 21.679]",male_2,"male_(40.0, 80.0]",Q_2,"2_(10.5, 21.679]",0
628,1,female,21.0,0,0,77.9583,S,0,13502,NONE,0,1,D,1,1,4.368919865004903,77.9583,3,25.9861,"(20.0, 25.0]","(39.688, 512.329]",female_1,"female_(20.0, 25.0]",S_1,"1_(39.688, 512.329]",1
629,3,male,26.0,0,0,7.8958,S,0,349224,NONE,0,0,Unknown,1,1,2.1855792552411137,7.8958,1,7.8958,"(25.0, 30.0]","(7.854, 10.5]",male_3,"male_(25.0, 30.0]",S_3,"3_(7.854, 10.5]",0
630,3,male,25.0,0,0,7.7333,Q,1,334912,NONE,0,0,Unknown,1,1,2.167143305297764,7.7333,1,7.7333,"(20.0, 25.0]","(-0.001, 7.854]",male_3,"male_(20.0, 25.0]",Q_3,"3_(-0.001, 7.854]",0
631,1,male,80.0,0,0,30.0,S,0,27042,NONE,0,1,A,1,1,3.4339872044851463,30.0,1,30.0,"(40.0, 80.0]","(21.679, 39.688]",male_1,"male_(40.0, 80.0]",S_1,"1_(21.679, 39.688]",1
632,3,male,51.0,0,0,7.0542,S,0,347743,NONE,0,0,Unknown,1,1,2.086193694502369,7.0542,1,7.0542,"(40.0, 80.0]","(-0.001, 7.854]",male_3,"male_(40.0, 80.0]",S_3,"3_(-0.001, 7.854]",0
633,1,male,32.0,0,0,30.5,C,0,13214,NONE,0,1,B,1,1,3.449987545831587,30.5,1,30.5,"(30.0, 40.0]","(21.679, 39.688]",male_1,"male_(30.0, 40.0]",C_1,"1_(21.679, 39.688]",1
634,1,male,40.0,0,0,0.0,S,1,112052,NONE,0,0,Unknown,1,1,0.0,0.0,1,0.0,"(30.0, 40.0]","(-0.001, 7.854]",male_1,"male_(30.0, 40.0]",S_1,"1_(-0.001, 7.854]",0
635,3,female,9.0,3,2,27.9,S,0,347088,NONE,0,0,Unknown,6,0,3.3638415951183864,4.65,6,4.65,"(0.419, 20.0]","(21.679, 39.688]",female_3,"female_(0.419, 20.0]",S_3,"3_(21.679, 39.688]",0
636,2,female,28.0,0,0,13.0,S,0,237668,NONE,0,0,Unknown,1,1,2.6390573296152584,13.0,1,13.0,"(25.0, 30.0]","(10.5, 21.679]",female_2,"female_(25.0, 30.0]",S_2,"2_(10.5, 21.679]",1
637,3,male,32.0,0,0,7.925,S,0,STON O 2 3101292,STON,0,0,Unknown,1,1,2.188856327665703,7.925,1,7.925,"(30.0, 40.0]","(7.854, 10.5]",male_3,"male_(30.0, 40.0]",S_3,"3_(7.854, 10.5]",0
638,2,male,31.0,1,1,26.25,S,0,C A 31921,C,0,0,Unknown,3,0,3.305053521109253,8.75,3,8.75,"(30.0, 40.0]","(21.679, 39.688]",male_2,"male_(30.0, 40.0]",S_2,"2_(21.679, 39.688]",0
639,3,female,41.0,0,5,39.6875,S,0,3101295,NONE,0,0,Unknown,6,0,3.705920919968788,6.614583333333333,6,6.614583333333333,"(40.0, 80.0]","(21.679, 39.688]",female_3,"female_(40.0, 80.0]",S_3,"3_(21.679, 39.688]",0
640,3,male,25.0,1,0,16.1,S,1,376564,NONE,0,0,Unknown,2,0,2.8390784635086144,8.05,2,8.05,"(20.0, 25.0]","(10.5, 21.679]",male_3,"male_(20.0, 25.0]",S_3,"3_(10.5, 21.679]",0
641,3,male,20.0,0,0,7.8542,S,0,350050,NONE,0,0,Unknown,1,1,2.180891922715322,7.8542,1,7.8542,"(0.419, 20.0]","(-0.001, 7.854]",male_3,"male_(0.419, 20.0]",S_3,"3_(-0.001, 7.854]",0
642,1,female,24.0,0,0,69.3,C,0,PC 17477,PC,0,1,B,1,1,4.252771798816619,69.3,2,34.65,"(20.0, 25.0]","(39.688, 512.329]",female_1,"female_(20.0, 25.0]",C_1,"1_(39.688, 512.329]",1
643,3,female,2.0,3,2,27.9,S,0,347088,NONE,0,0,Unknown,6,0,3.3638415951183864,4.65,6,4.65,"(0.419, 20.0]","(21.679, 39.688]",female_3,"female_(0.419, 20.0]",S_3,"3_(21.679, 39.688]",0
644,3,male,25.0,0,0,56.4958,S,1,1601,NONE,0,0,Unknown,1,1,4.05171190165724,56.4958,7,8.070828571428573,"(20.0, 25.0]","(39.688, 512.329]",male_3,"male_(20.0, 25.0]",S_3,"3_(39.688, 512.329]",1
645,3,female,0.75,2,1,19.2583,C,0,2666,NONE,0,0,Unknown,4,0,3.0085645861193133,4.814575,4,4.814575,"(0.419, 20.0]","(10.5, 21.679]",female_3,"female_(0.419, 20.0]",C_3,"3_(10.5, 21.679]",1
646,1,male,48.0,1,0,76.7292,C,0,PC 17572,PC,0,1,D,2,0,4.353230991152628,38.3646,3,25.576400000000003,"(40.0, 80.0]","(39.688, 512.329]",male_1,"male_(40.0, 80.0]",C_1,"1_(39.688, 512.329]",1
647,3,male,19.0,0,0,7.8958,S,0,349231,NONE,0,0,Unknown,1,1,2.1855792552411137,7.8958,1,7.8958,"(0.419, 20.0]","(7.854, 10.5]",male_3,"male_(0.419, 20.0]",S_3,"3_(7.854, 10.5]",0
648,1,male,56.0,0,0,35.5,C,0,13213,NONE,0,1,A,1,1,3.597312260588446,35.5,1,35.5,"(40.0, 80.0]","(21.679, 39.688]",male_1,"male_(40.0, 80.0]",C_1,"1_(21.679, 39.688]",1
649,3,male,25.0,0,0,7.55,S,1,S O P P 751,S,0,0,Unknown,1,1,2.145931282948669,7.55,1,7.55,"(20.0, 25.0]","(-0.001, 7.854]",male_3,"male_(20.0, 25.0]",S_3,"3_(-0.001, 7.854]",0
650,3,female,23.0,0,0,7.55,S,0,CA 2314,CA,0,0,Unknown,1,1,2.145931282948669,7.55,1,7.55,"(20.0, 25.0]","(-0.001, 7.854]",female_3,"female_(20.0, 25.0]",S_3,"3_(-0.001, 7.854]",1
651,3,male,25.0,0,0,7.8958,S,1,349221,NONE,0,0,Unknown,1,1,2.1855792552411137,7.8958,1,7.8958,"(20.0, 25.0]","(7.854, 10.5]",male_3,"male_(20.0, 25.0]",S_3,"3_(7.854, 10.5]",0
652,2,female,18.0,0,1,23.0,S,0,231919,NONE,0,0,Unknown,2,0,3.1780538303479458,11.5,2,11.5,"(0.419, 20.0]","(21.679, 39.688]",female_2,"female_(0.419, 20.0]",S_2,"2_(21.679, 39.688]",1
653,3,male,21.0,0,0,8.4333,S,0,8475,NONE,0,0,Unknown,1,1,2.244245982405934,8.4333,1,8.4333,"(20.0, 25.0]","(7.854, 10.5]",male_3,"male_(20.0, 25.0]",S_3,"3_(7.854, 10.5]",0
654,3,female,21.5,0,0,7.8292,Q,1,330919,NONE,0,0,Unknown,1,1,2.17806441028492,7.8292,1,7.8292,"(20.0, 25.0]","(-0.001, 7.854]",female_3,"female_(20.0, 25.0]",Q_3,"3_(-0.001, 7.854]",1
655,3,female,18.0,0,0,6.75,Q,0,365226,NONE,0,0,Unknown,1,1,2.0476928433652555,6.75,1,6.75,"(0.419, 20.0]","(-0.001, 7.854]",female_3,"female_(0.419, 20.0]",Q_3,"3_(-0.001, 7.854]",0
656,2,male,24.0,2,0,73.5,S,0,S O C 14879,S,0,0,Unknown,3,0,4.310799125385514,24.5,5,14.7,"(20.0, 25.0]","(39.688, 512.329]",male_2,"male_(20.0, 25.0]",S_2,"2_(39.688, 512.329]",0
657,3,male,25.0,0,0,7.8958,S,1,349223,NONE,0,0,Unknown,1,1,2.1855792552411137,7.8958,1,7.8958,"(20.0, 25.0]","(7.854, 10.5]",male_3,"male_(20.0, 25.0]",S_3,"3_(7.854, 10.5]",0
658,3,female,32.0,1,1,15.5,Q,0,364849,NONE,0,0,Unknown,3,0,2.803360380906535,5.166666666666667,2,7.75,"(30.0, 40.0]","(10.5, 21.679]",female_3,"female_(30.0, 40.0]",Q_3,"3_(10.5, 21.679]",0
659,2,male,23.0,0,0,13.0,S,0,29751,NONE,0,0,Unknown,1,1,2.6390573296152584,13.0,1,13.0,"(20.0, 25.0]","(10.5, 21.679]",male_2,"male_(20.0, 25.0]",S_2,"2_(10.5, 21.679]",0
660,1,male,58.0,0,2,113.275,C,0,35273,NONE,0,1,D,3,0,4.738607824217808,37.75833333333333,3,37.75833333333333,"(40.0, 80.0]","(39.688, 512.329]",male_1,"male_(40.0, 80.0]",C_1,"1_(39.688, 512.329]",0
661,1,male,50.0,2,0,133.65,S,0,PC 17611,PC,0,0,Unknown,3,0,4.902678819257608,44.55,2,66.825,"(40.0, 80.0]","(39.688, 512.329]",male_1,"male_(40.0, 80.0]",S_1,"1_(39.688, 512.329]",1
662,3,male,40.0,0,0,7.225,C,0,2623,NONE,0,0,Unknown,1,1,2.107178296651436,7.225,1,7.225,"(30.0, 40.0]","(-0.001, 7.854]",male_3,"male_(30.0, 40.0]",C_3,"3_(-0.001, 7.854]",0
663,1,male,47.0,0,0,25.5875,S,0,5727,NONE,0,1,E,1,1,3.280441180526356,25.5875,1,25.5875,"(40.0, 80.0]","(21.679, 39.688]",male_1,"male_(40.0, 80.0]",S_1,"1_(21.679, 39.688]",0
664,3,male,36.0,0,0,7.4958,S,0,349210,NONE,0,0,Unknown,1,1,2.139571923732859,7.4958,1,7.4958,"(30.0, 40.0]","(-0.001, 7.854]",male_3,"male_(30.0, 40.0]",S_3,"3_(-0.001, 7.854]",0
665,3,male,20.0,1,0,7.925,S,0,STON O 2 3101285,STON,0,0,Unknown,2,0,2.188856327665703,3.9625,1,7.925,"(0.419, 20.0]","(7.854, 10.5]",male_3,"male_(0.419, 20.0]",S_3,"3_(7.854, 10.5]",1
666,2,male,32.0,2,0,73.5,S,0,S O C 14879,S,0,0,Unknown,3,0,4.310799125385514,24.5,5,14.7,"(30.0, 40.0]","(39.688, 512.329]",male_2,"male_(30.0, 40.0]",S_2,"2_(39.688, 512.329]",0
